id,name,date_birth,department,email,phonenumber,yearly_salary,city,hire_date,termination_date,status,gender,job_title
5077,Jorge Alejandro González Durán,1994-03-23,Sales,jorge.gonzalez@coddiy.com,569-33355351,44680.29,Coihaique,2025-01-04,2025-03-26,Inactive,Male,Lead Generation Specialist
57462,Jenniffer Castro Pérez,1990-08-31,Finance,jenniffer.castro@coddiy.com,569-76917818,40098.01,Purranque,2024-03-01,2024-03-15,Inactive,Male,Finance Director
74081,Anyelo Alan Ojeda Ferrada,1980-07-12,IT,anyelo.ojeda@coddiy.com,569-82513086,48762.25,Quirihue,2021-10-01,,Active,Male,Machine Learning Engineer
20635,Carla Jael Barahona Fierro,1988-05-05,Marketing,carla.barahona@coddiy.com,569-24154872,48523.46,Freire,2023-08-12,,Active,Female,SEO Specialist
35952,Andrea Molina,1982-03-14,Finance,andrea.molina@coddiy.com,569-26157265,30997.35,Colchane,2022-02-23,,Active,Female,Bookkeeper
54348,Amelia Florencia Sánchez Araya,1975-04-18,Sales,amelia.sanchez@coddiy.com,569-96786216,36672.03,Mariquina,2020-07-03,2023-02-25,Inactive,Female,Area Sales Manager
32274,Paola Neira Vásquez,1988-01-23,Marketing,paola.neira@coddiy.com,569-27748916,46901.73,Cabo de Hornos,2023-07-18,,Active,Female,PPC Specialist
4345,Eliana Barrios,1985-08-04,Human Resources,eliana.barrios@coddiy.com,569-63077813,41648.66,Hualpén,2022-12-15,2023-06-23,Inactive,Female,HR Compliance Officer
64381,Evaristo Soto Ahumada,1989-07-04,IT,evaristo.soto@coddiy.com,569-68928788,41711.72,Llanquihue,2023-11-21,,Active,Male,Cloud Engineer
16321,Silvia Quiroga Osorio,1975-04-16,Marketing,silvia.quiroga@coddiy.com,569-54388299,37065.49,Navidad,2020-07-02,,Active,Female,Event Marketing Coordinator
67168,Cristian Márquez Valdebenito,1986-12-28,Marketing,cristian.marquez@coddiy.com,569-35620388,36780.37,Punitaqui,2023-04-16,,Active,Male,Influencer Marketing Manager
29812,Pascal Quiroz Miranda,1985-06-08,Operations,pascal.quiroz@coddiy.com,569-36296148,43291.93,Empedrado,2022-12-02,2024-09-30,Inactive,Male,Scheduling Analyst
47762,Gladys María Pinto Oyarzo,1981-06-28,Marketing,gladys.pinto@coddiy.com,569-58687998,41264.4,Cunco,2021-12-24,,Active,Male,Content Marketing Manager
32799,Abel Ruiz Arancibia,1994-02-15,Marketing,abel.ruiz@coddiy.com,569-89636035,42146.58,Puqueldón,2024-12-27,2025-02-13,Inactive,Male,Product Marketing Manager
32603,Gloria Patricia Villagra Zamorano,1977-02-11,Marketing,gloria.villagra@coddiy.com,569-75894864,43036.07,Paine,2020-12-08,,Active,Female,Marketing Director
43085,Renata Anita Gajardo González,1982-06-29,Operations,renata.gajardo@coddiy.com,569-30033858,37060.94,Llaillay,2022-03-21,,Active,Female,Scheduling Analyst
49698,Eduardo Rafael Arévalo González,1992-05-30,Finance,eduardo.arevalo@coddiy.com,569-12067324,31133.54,Nueva Imperial,2024-07-31,,Active,Male,Revenue Analyst
31979,Catalina Díaz Lara,1984-08-11,IT,catalina.diaz@coddiy.com,569-74569110,35004.72,Algarrobo,2022-09-21,,Active,Female,QA Engineer
62468,Gabriela Cartes Maldonado,1976-01-19,Marketing,gabriela.cartes@coddiy.com,569-87151027,33592.47,Copiapó,2020-09-06,2023-03-21,Inactive,Female,Content Marketing Manager
37221,María Acuña Reyes,1975-01-14,IT,maria.acuna@coddiy.com,569-85626136,48859.39,Antártica,2020-06-10,2023-05-10,Inactive,Female,Full Stack Developer
75113,Ramón Thomas Zavala Toledo,1985-06-09,Marketing,ramon.zavala@coddiy.com,569-20022182,40687.57,Cisnes,2022-12-02,,Active,Male,Brand Manager
79832,Lucas Figueroa Sánchez,1976-03-11,Sales,lucas.figueroa@coddiy.com,569-57399285,35349.65,Colina,2020-09-19,,Active,Male,Sales Representative
67429,Zoila Prado,1989-02-16,Finance,zoila.prado@coddiy.com,569-31281356,36190.85,Coihaique,2023-10-19,,Active,Female,Finance Director
10629,Carmen González,1992-04-15,IT,carmen.gonzalez@coddiy.com,569-38162826,47477.63,Penco,2024-07-20,,Active,Female,Security Analyst
3689,José Víctor León García,1987-03-09,Sales,jose.leon@coddiy.com,569-18622145,32776.9,Los Ángeles,2023-05-03,,Active,Male,Territory Manager
40761,Sergio Domingo Bravo Ortiz,1993-11-27,Sales,sergio.bravo@coddiy.com,569-77335250,41872.53,Curicó,2024-12-08,,Active,Male,Area Sales Manager
17261,Oscar Jean Jara Peralta,1992-08-25,Operations,oscar.jara@coddiy.com,569-25138033,35454.88,Paiguano,2024-08-21,,Active,Male,Facilities Manager
59277,Macarena Cornejo Bravo,1993-11-17,Marketing,macarena.cornejo@coddiy.com,569-62287492,36022.57,Longaví,2024-12-06,2025-01-27,Inactive,Female,PPC Specialist
45189,Natalia Jara,1984-10-13,IT,natalia.jara@coddiy.com,569-83252633,44579.94,Río Ibáñez,2022-10-06,,Active,Female,Frontend Developer
41738,Mariela Camila Torres Rosales,1986-11-22,Operations,mariela.torres@coddiy.com,569-50210846,37460.43,Melipeuco,2023-04-08,,Active,Female,Inventory Analyst
10862,Irene Quezada,1978-04-09,Human Resources,irene.quezada@coddiy.com,569-57325582,32242.49,Quinta Normal,2021-03-19,,Active,Female,Training and Development Specialist
56232,Rosa Mariela Molina Cortés,1982-02-14,Marketing,rosa.molina@coddiy.com,569-24823236,35865.56,Sierra Gorda,2022-02-17,,Active,Female,Marketing Specialist
81451,Sergio Carlos Aguilar Riveros,1985-02-07,Finance,sergio.aguilar@coddiy.com,569-59790489,47853.33,Colbún,2022-11-03,,Active,Male,Accounts Payable Specialist
79790,Christian Cristian Ortiz Gallardo,1987-01-19,Human Resources,christian.ortiz@coddiy.com,569-20482854,35993.3,Alhué,2023-04-22,2024-04-06,Inactive,Male,HR Manager
61342,Mauricio Rivera,1977-01-09,Finance,mauricio.rivera@coddiy.com,569-87426230,33683.79,Antuco,2020-11-30,,Active,Male,Accountant
14223,Luis Carlos Vega Bustos,1981-04-08,Finance,luis.vega@coddiy.com,569-75127444,46770.39,San Fernando,2021-12-04,2022-10-13,Inactive,Male,Risk Analyst
4766,Roxana Véliz,1992-12-15,Finance,roxana.veliz@coddiy.com,569-41514637,31364.56,Santa Cruz,2024-09-16,,Active,Female,Financial Analyst
31238,Vicente Richard Acosta Pérez,1978-07-23,Operations,vicente.acosta@coddiy.com,569-94968576,34264.15,Buin,2021-04-13,2021-09-26,Inactive,Male,Process Improvement Analyst
60583,Camila Josefa Ramírez Rojas,1990-05-20,Sales,camila.ramirez@coddiy.com,569-92932797,32800.56,San Ramón,2024-02-05,,Active,Female,Lead Generation Specialist
24785,Anahí Mondaca Oyarce,1991-01-07,Marketing,anahi.mondaca@coddiy.com,569-99281972,49424.47,Chile Chico,2024-04-01,2024-12-28,Inactive,Male,PR Manager
73199,Antonella Calderón Carvajal,1977-09-20,Marketing,antonella.calderon@coddiy.com,569-78828156,44084.98,Villa Alemana,2021-01-30,,Active,Female,Marketing Coordinator
59965,Mario Víctor Román Montecinos,1984-11-20,Finance,mario.roman@coddiy.com,569-57730618,33323.14,Tiltil,2022-10-15,,Active,Male,Bookkeeper
35366,Renata Rosa Escalona Cerda,1990-05-26,Marketing,renata.escalona@coddiy.com,569-39758918,40448.63,Paine,2024-02-07,2024-11-10,Inactive,Female,Growth Marketing Manager
53116,Trinidad Ximena Silva González,1982-04-15,Sales,trinidad.silva@coddiy.com,569-43949970,37689.24,Perquenco,2022-03-03,,Active,Female,Account Executive
73453,María Aliaga,1983-12-21,Human Resources,maria.aliaga@coddiy.com,569-13077858,46343.26,Los Ángeles,2022-07-28,,Active,Female,Training and Development Specialist
82737,Luis Mella,1994-05-17,Sales,luis.mella@coddiy.com,569-19941246,31627.11,San Clemente,2025-01-18,,Active,Male,Customer Success Manager
46571,Valentina Sánchez Pacheco,1975-11-22,Sales,valentina.sanchez@coddiy.com,569-75464616,41834.82,Calera de Tango,2020-08-24,,Active,Female,Sales Consultant
30980,Silvia Victoria Méndez Castillo,1981-09-03,Finance,silvia.mendez@coddiy.com,569-36255835,40930.18,Quillón,2022-01-09,,Active,Female,Cost Analyst
57492,Mónica Romero Castro,1976-04-29,Marketing,monica.romero@coddiy.com,569-92358768,34574.94,Porvenir,2020-09-30,,Active,Female,PR Manager
40021,Álvaro Jorge Solís Pacheco,1994-03-23,Finance,alvaro.solis@coddiy.com,569-89517645,45747.31,Peralillo,2025-01-05,,Active,Male,Finance Manager
10385,Ingrid Ximena Contreras Luengo,1974-10-31,Finance,ingrid.contreras@coddiy.com,569-97945994,35575.86,Huechuraba,2020-05-23,2024-10-28,Inactive,Male,Internal Auditor
32968,Ana Díaz Briones,1978-09-23,Finance,ana.diaz@coddiy.com,569-13969520,33440.99,Placilla,2021-04-27,,Active,Female,Credit Analyst
20133,Rosa Sepúlveda Lagos,1974-10-01,IT,rosa.sepulveda@coddiy.com,569-39410280,47816.43,Huasco,2020-05-16,,Active,Female,Help Desk Technician
16665,Martín Rocha Cárdenas,1983-02-14,Sales,martin.rocha@coddiy.com,569-76153740,36578.68,Huechuraba,2022-05-15,,Active,Male,Business Development Executive
74789,María Patricia Zambrano Aburto,1993-09-21,Operations,maria.zambrano@coddiy.com,569-52698332,40502.08,Dalcahue,2024-11-22,,Active,Female,Warehouse Manager
20676,Macarena Farías-Riquelme León,1989-09-29,Finance,macarena.farias-riquelme@coddiy.com,569-89756486,33276.7,Río Hurtado,2023-12-12,2025-03-22,Inactive,Female,Bookkeeper
40014,Isabel Núñez Arancibia,1989-01-05,Operations,isabel.nunez@coddiy.com,569-24872698,39389.89,Pinto,2023-10-09,2024-07-11,Inactive,Female,Process Improvement Analyst
25895,Yerko Felipe Muñoz Pereira,1977-05-04,Operations,yerko.munoz@coddiy.com,569-63791825,47796.97,Huara,2020-12-28,2021-03-19,Inactive,Male,Operations Manager
78678,Sergio Luis Rivera Quispe,1982-01-08,Marketing,sergio.rivera@coddiy.com,569-25432772,43937.04,Pinto,2022-02-08,2022-04-24,Inactive,Male,Social Media Manager
29585,José Bernardo Sánchez Silva,1978-06-25,Sales,jose.sanchez@coddiy.com,569-54695945,30551.11,Traiguén,2021-04-06,2021-11-09,Inactive,Male,Sales Manager
80158,Yenny Marcela Ayala González,1976-11-02,IT,yenny.ayala@coddiy.com,569-43714911,45575.75,Nancagua,2020-11-14,,Active,Male,Mobile App Developer
26611,José David Vera Fuentes,1991-12-10,Sales,jose.vera@coddiy.com,569-42882530,41864.96,Chimbarongo,2024-06-20,2024-10-08,Inactive,Male,Sales Manager
69505,Fresia Pamela Iturra Arias,1979-03-02,Human Resources,fresia.iturra@coddiy.com,569-23114615,36202.48,Florida,2021-06-04,,Active,Female,Payroll Specialist
63048,Franco Aldo Arcos Barrera,1977-02-13,Finance,franco.arcos@coddiy.com,569-55243196,33322.23,Valdivia,2020-12-09,2022-11-19,Inactive,Male,Payroll Analyst
59915,Miguel Juan Sánchez Figueroa,1988-12-14,IT,miguel.sanchez@coddiy.com,569-68636463,43607.88,Timaukel,2023-10-04,,Active,Male,DevOps Engineer
41101,Juan Bastián Muñoz Castro,1989-10-06,Finance,juan.munoz@coddiy.com,569-29265534,36495.97,Loncoche,2023-12-14,2024-03-19,Inactive,Male,Budget Analyst
78745,Guido José Espinosa Orellana,1979-07-31,Marketing,guido.espinosa@coddiy.com,569-51744996,39827.49,El Carmen,2021-07-10,,Active,Male,Communications Specialist
15026,Maritza Krishna Díaz Cortés,1990-09-21,Operations,maritza.diaz@coddiy.com,569-20470092,39139.89,Puchuncaví,2024-03-06,,Active,Female,Inventory Analyst
69383,Franco Iván Vergara Concha,1983-05-03,IT,franco.vergara@coddiy.com,569-58986280,35275.19,Diego de Almagro,2022-06-02,,Active,Male,IT Support Specialist
15353,Manuel Héctor Zapata García,1992-02-28,Marketing,manuel.zapata@coddiy.com,569-81459514,47847.75,Santo Domingo,2024-07-09,,Active,Male,PR Manager
10911,Adriana Ferrada Pinto,1974-12-20,Operations,adriana.ferrada@coddiy.com,569-43266445,49850.98,La Serena,2020-06-04,,Active,Female,Plant Manager
47883,Marianela Victoria Reyes Martínez,1980-09-07,Operations,marianela.reyes@coddiy.com,569-58870449,43131.12,Ovalle,2021-10-15,,Active,Female,Scheduling Analyst
3942,Tomás Cristian Cifuentes Henríquez,1978-03-08,Sales,tomas.cifuentes@coddiy.com,569-76628141,31811.07,Cobquecura,2021-03-11,,Active,Male,Channel Sales Manager
