id,name,date_birth,department,email,phonenumber,yearly_salary,city,hire_date,termination_date,status,gender,job_title
16320,Paula María Silva Valdivia,1984-06-14,Sales,paula.silva@coddiy.com,569-41938940,42349.34,San Ignacio,2022-09-08,,Active,Female,Area Sales Manager
31572,Adelaida Cortez-Agurto Escobar,1975-04-13,Marketing,adelaida.cortez-agurto@coddiy.com,569-82316965,35769.85,Iquique,2020-07-01,2024-04-26,Inactive,Female,Email Marketing Coordinator
15428,Matilde Marambio-Toledo Salazar,1975-01-19,IT,matilde.marambio-toledo@coddiy.com,569-88272147,33194.52,Lago Ranco,2020-06-11,,Active,Female,Software Engineer
55794,Sofía Javiera Olguín Saavedra,1983-08-30,Human Resources,sofia.olguin@coddiy.com,569-44012443,47964.9,Canela,2022-07-01,,Active,Female,HR Assistant
7497,Juana Soto,1984-09-23,Sales,juana.soto@coddiy.com,569-84051583,33636.06,Río Hurtado,2022-10-01,,Active,Female,Sales Operations Analyst
60470,Daniela Contreras Zamorano,1990-07-23,Sales,daniela.contreras@coddiy.com,569-53953311,33611.87,Tiltil,2024-02-21,,Active,Female,Sales Consultant
52529,Ángela Isabel Herrera Velásquez,1989-04-24,Finance,angela.herrera@coddiy.com,569-28988484,43491.41,Quinta Normal,2023-11-04,2024-11-15,Inactive,Female,Risk Analyst
43791,Nora Génesis Fuentes-Fuentes Canales,1987-04-25,Operations,nora.fuentes-fuentes@coddiy.com,569-40483340,45583.89,Quinta Normal,2023-05-14,2024-09-02,Inactive,Female,Facilities Manager
19030,Daniela Durán,1994-09-27,IT,daniela.duran@coddiy.com,569-94579214,32873.69,Copiapó,2025-02-18,2025-03-02,Inactive,Female,Database Administrator
27570,Sandra Francisca Chacón González,1995-03-05,Marketing,sandra.chacon@coddiy.com,569-56136474,40475.63,La Florida,2025-03-28,,Active,Female,Social Media Manager
48747,Eugenia Daniela Pérez Castillo,1976-12-05,IT,eugenia.perez@coddiy.com,569-13521554,32251.42,Linares,2020-11-22,,Active,Female,Database Administrator
30278,Javier Claudio Pinto Pinto,1982-07-31,IT,javier.pinto@coddiy.com,569-59315766,30102.18,Quilaco,2022-03-29,2022-08-12,Inactive,Male,Help Desk Technician
20072,Emilia Graciela Poblete Garrido,1992-11-28,Operations,emilia.poblete@coddiy.com,569-51670560,40302.41,Quillota,2024-09-12,,Active,Female,Scheduling Analyst
29210,Laura Villegas,1989-01-28,Sales,laura.villegas@coddiy.com,569-58548959,39186.23,Chonchi,2023-10-15,,Active,Female,Lead Generation Specialist
