id,name,date_birth,department,email,phonenumber,yearly_salary,city,hire_date,termination_date
58618,Esmeralda Claudia González Guzmán,1994-06-08,IT,esmeraldaclaudiagonzalezguzman@coddiy.com,569-61429543,37838.2,Canela,2025-01-23,2025-02-11
26232,Sofía Contreras Ruiz,1995-01-05,Operations,sofiacontrerasruiz@coddiy.com,569-30948426,43239.03,Independencia,2025-03-14,
53142,Robinson Toledo,1985-08-09,IT,robinsontoledo@coddiy.com,569-80670396,44545.78,Codegua,2022-12-17,
75095,Matías Joel Muñoz Hidalgo,1983-04-11,IT,matiasjoelmunozhidalgo@coddiy.com,569-74673935,40693.16,San Joaquín,2022-05-28,
68902,Paula Martínez-Sepúlveda Robles,1984-11-29,Sales,paulamartinez-sepulvedarobles@coddiy.com,569-62798299,36157.3,Los Sauces,2022-10-17,
72136,Fabián Rojas Silva,1987-02-23,Marketing,fabianrojassilva@coddiy.com,569-13176790,46221.19,Puente Alto,2023-04-30,2023-10-19
2278,Deyanira Aracena,1988-11-07,Operations,deyaniraaracena@coddiy.com,569-18860818,41916.89,Calle Larga,2023-09-25,
33234,Patricio Luis Reyes Carvajal,1991-04-29,IT,patricioluisreyescarvajal@coddiy.com,569-95413931,41321.19,Lo Espejo,2024-04-27,
63471,Francisco Pablo Rojas Figueroa,1975-12-03,IT,franciscopablorojasfigueroa@coddiy.com,569-77629998,32967.86,Panquehue,2020-08-26,2023-11-24
71819,Iván Alejandro Barría Valdés,1979-09-05,IT,ivanalejandrobarriavaldes@coddiy.com,569-23049459,49675.68,San Ramón,2021-07-19,
64847,Yerko Tapia Meneses,1988-10-06,IT,yerkotapiameneses@coddiy.com,569-92612238,38428.67,La Reina,2023-09-18,2025-02-19
15880,Graciela María Arias Olivares,1993-04-29,Sales,gracielamariaariasolivares@coddiy.com,569-68095118,41243.79,Chañaral,2024-10-18,
67,Alexis Felipe Salas Valdés,1979-01-25,Operations,alexisfelipesalasvaldes@coddiy.com,569-14126297,37489.66,San Fabián,2021-05-27,
52383,Clemente Guerrero Contreras,1976-09-20,IT,clementeguerrerocontreras@coddiy.com,569-94759934,42440.1,Purén,2020-11-04,
76490,Julieta Fernández,1979-09-02,IT,julietafernandez@coddiy.com,569-42111834,46244.79,Viña del Mar,2021-07-18,
70475,Verónica Mariela Verdugo Soto,1983-04-22,Human Resources,veronicamarielaverdugosoto@coddiy.com,569-82158021,32175.32,Paredones,2022-05-31,
38831,Manuel Araya Acevedo,1987-02-04,Finance,manuelarayaacevedo@coddiy.com,569-12634528,47871.84,Lautaro,2023-04-25,2024-09-06
69891,Fernando Barrientos Mansilla,1985-02-15,Marketing,fernandobarrientosmansilla@coddiy.com,569-92836691,48094.47,Torres del Paine,2022-11-05,
47301,Ciro Cristian Peña Ortiz,1985-06-18,IT,cirocristianpenaortiz@coddiy.com,569-75081123,35203.87,Yerbas Buenas,2022-12-04,
32172,Aníbal Alejandro Peñaloza Soto,1984-10-10,Sales,anibalalejandropenalozasoto@coddiy.com,569-78625631,44579.31,Las Cabras,2022-10-05,2022-10-16
32948,Isidora Tamara Vásquez Aguilar,1979-06-29,Marketing,isidoratamaravasquezaguilar@coddiy.com,569-63275350,48207.6,Pelarco,2021-07-03,2021-07-18
