id,name,date_birth,department,email,phonenumber,yearly_salary,city,hire_date,termination_date
75900,Benjamín Norambuena Ramos,1984-01-18,Sales,benjaminnorambuenaramos@coddiy.com,569-86058318,30332.77,San Joaquín,2022-08-03,
54982,Berta Nicole Barrera Norambuena,1975-05-16,Operations,bertanicolebarreranorambuena@coddiy.com,569-17371944,47469.36,Las Condes,2020-07-09,
7419,Fernando González,1974-05-03,Sales,fernandogonzalez@coddiy.com,569-24433642,45804.01,Cunco,2020-04-10,
69081,Jacqueline Castañeda,1976-10-01,Operations,jacquelinecastaneda@coddiy.com,569-27769946,35475.65,Bulnes,2020-11-06,
42710,Noemí Sofía García Silva,1986-07-17,Finance,noemisofiagarciasilva@coddiy.com,569-61271347,44034.65,San Fabián,2023-03-08,2023-11-06
57067,Delia Patricia Rojas Hidalgo,1976-05-18,Finance,deliapatriciarojashidalgo@coddiy.com,569-89133219,38951.23,Curaco de Vélez,2020-10-05,
81747,Karla Coronado Jorquera,1975-08-05,Human Resources,karlacoronadojorquera@coddiy.com,569-16492462,34423.41,Estación Central,2020-07-29,
69981,Luis Francisco Sepúlveda Muñoz,1980-05-10,IT,luisfranciscosepulvedamunoz@coddiy.com,569-47415254,32105.95,Río Hurtado,2021-09-16,
12874,Francisca Castillo,1984-02-15,Human Resources,franciscacastillo@coddiy.com,569-23475467,49346.39,Colchane,2022-08-10,2024-09-29
54523,Marcia Maureira,1980-12-23,Finance,marciamaureira@coddiy.com,569-23721140,47791.61,Palmilla,2021-11-09,
25634,Julieta Blanca Maldonado Rubio,1976-05-11,Marketing,julietablancamaldonadorubio@coddiy.com,569-83455671,30785.03,Los Ángeles,2020-10-03,
47427,Simón Becerra Ulloa,1990-04-15,Sales,simonbecerraulloa@coddiy.com,569-66126339,41798.85,Combarbalá,2024-01-28,
76873,Florencia Francisca Bustos Zapata,1983-01-16,IT,florenciafranciscabustoszapata@coddiy.com,569-74458349,46103.89,Loncoche,2022-05-08,2022-08-22
40411,Ana Córdova Rojas,1977-06-22,Marketing,anacordovarojas@coddiy.com,569-40553249,36020.41,Curepto,2021-01-08,
43790,Sandra González Valencia,1984-11-16,Marketing,sandragonzalezvalencia@coddiy.com,569-94841412,35968.77,Lumaco,2022-10-14,
