id,name,date_birth,department,email,phonenumber,yearly_salary,city,hire_date,termination_date
15283,Natalia Tatiana Rivera Urrutia,1984-11-29,Finance,natalia.rivera@coddiy.com,569-95584966,35468.66,Rinconada,2022-10-17,
72620,Patricio Elías Moyano Hernández,1986-08-07,Finance,patricio.moyano@coddiy.com,569-53781156,42876.84,Loncoche,2023-03-13,
64169,Paloma Valentina Palacios Ferreira,1991-05-31,Human Resources,paloma.palacios@coddiy.com,569-82255149,45493.88,Quellón,2024-05-05,2025-01-10
51988,Andrea María Jara Castro,1987-10-05,Marketing,andrea.jara@coddiy.com,569-88540637,48918.64,Ñiquén,2023-06-22,2025-02-15
8759,Francisco Juan Jara Gutiérrez,1979-05-30,Finance,francisco.jara@coddiy.com,569-49767880,37358.01,Renca,2021-06-26,
32261,Armando Montecinos,1989-10-13,Marketing,armando.montecinos@coddiy.com,569-34743454,49939.63,Buin,2023-12-15,
5776,Juan Sebastián Troncoso Godoy,1978-07-23,IT,juan.troncoso@coddiy.com,569-99231568,37178.96,Renaico,2021-04-13,
70807,Daniela Hernández Alfaro,1994-01-05,IT,daniela.hernandez@coddiy.com,569-20947916,43173.51,Valparaíso,2024-12-17,2025-04-02
37138,Mario Martín Poblete Figueroa,1993-07-02,Human Resources,mario.poblete@coddiy.com,569-43539858,47235.12,Guaitecas,2024-11-03,
44073,Héctor Andrés Muñoz Ramírez,1978-09-14,Operations,hector.munoz@coddiy.com,569-49356063,35590.65,San Pedro de la Paz,2021-04-25,
54828,Verónica Figueroa Peña,1984-04-24,Marketing,veronica.figueroa@coddiy.com,569-19546553,33190.99,Porvenir,2022-08-26,
62906,Javiera Rodríguez,1993-12-09,Finance,javiera.rodriguez@coddiy.com,569-62257061,38996.39,Coihueco,2024-12-11,
6557,Cristian Pedro Velásquez Reyes,1986-06-13,Marketing,cristian.velasquez@coddiy.com,569-94735715,36046.59,San Vicente,2023-02-28,
23112,Esteban Guillermo González Mamani,1981-01-01,Marketing,esteban.gonzalez@coddiy.com,569-68878285,38218.28,Coihueco,2021-11-11,
79928,Fabiola Elizabeth Araya Campos,1975-04-25,Human Resources,fabiola.araya@coddiy.com,569-34165327,45635.04,Vallenar,2020-07-04,2022-03-16
7597,Adrián Israel Flores Hidalgo,1982-09-23,Human Resources,adrian.flores@coddiy.com,569-55841039,36635.27,Pica,2022-04-10,
54492,Guido Ramos Carreño,1988-09-28,Marketing,guido.ramos@coddiy.com,569-34171567,37365.4,Pirque,2023-09-16,
9355,Yanara Linda Rodríguez Moreno,1981-02-19,Operations,yanara.rodriguez@coddiy.com,569-53162059,40284.43,San Antonio,2021-11-23,
75775,Isabella Millaray Donoso Quispe,1987-07-13,IT,isabella.donoso@coddiy.com,569-67234963,42769.37,Quilpué,2023-06-02,
77015,Iván César Ramírez Rodríguez,1983-11-10,Human Resources,ivan.ramirez@coddiy.com,569-77451247,32349.5,Sierra Gorda,2022-07-18,
69469,Matías Danilo Bastías Sandoval,1980-04-07,Sales,matias.bastias@coddiy.com,569-47956447,30350.48,Los Andes,2021-09-08,
7063,Matilde Clara Vega Flores,1986-02-20,Finance,matilde.vega@coddiy.com,569-14695521,31828.62,El Monte,2023-02-01,2024-11-30
40966,Eugenia Lidia Castro Rivera,1988-06-17,Marketing,eugenia.castro@coddiy.com,569-84259654,44239.38,Los Sauces,2023-08-22,
