id,name,date_birth,department,email,phonenumber,yearly_salary,city,hire_date,termination_date
56804,Pía Medina,1974-12-07,Human Resources,piamedina@coddiy.com,569-68886119,39380.33,Villa Alegre,2020-06-01,
44066,Patricio Zacarías Salgado Rojas,1994-01-21,Operations,patriciozacariassalgadorojas@coddiy.com,569-13962351,31311.75,Peralillo,2024-12-21,
36697,Antonia Herrera Gálvez,1987-11-20,Sales,antoniaherreragalvez@coddiy.com,569-27552591,40980.9,Linares,2023-07-03,2024-11-05
61729,Joaquín José Riveros Villegas,1991-04-07,Finance,joaquinjoseriverosvillegas@coddiy.com,569-26117236,32958.09,Queilén,2024-04-22,
21409,Antonio Fernando Cruz Romero,1983-12-02,Human Resources,antoniofernandocruzromero@coddiy.com,569-30114028,32971.47,Rauco,2022-07-23,2024-09-26
62069,Patricio Figueroa Flores,1989-11-30,Marketing,patriciofigueroaflores@coddiy.com,569-83852422,39290.93,Curaco de Vélez,2023-12-27,
13044,Juan Walter Gallardo Cáceres,1991-06-07,Sales,juanwaltergallardocaceres@coddiy.com,569-11543893,37938.91,Puerto Varas,2024-05-07,2025-02-19
75172,Leonardo Pérez Valdebenito,1977-04-29,Human Resources,leonardoperezvaldebenito@coddiy.com,569-51478189,35004.54,Mulchén,2020-12-26,2024-06-03
76675,Sofía Mia Cerda Salamanca,1993-11-06,Human Resources,sofiamiacerdasalamanca@coddiy.com,569-22615993,32759.37,Peralillo,2024-12-03,
32887,Manuel Héctor Díaz Lizama,1994-05-15,Human Resources,manuelhectordiazlizama@coddiy.com,569-59716436,34051.07,Cholchol,2025-01-17,
43238,Mirna Pino,1980-08-17,IT,mirnapino@coddiy.com,569-75522358,48462.1,La Florida,2021-10-10,
60396,Francisca Monsalve,1985-08-25,Finance,franciscamonsalve@coddiy.com,569-46042955,35248.45,Padre Las Casas,2022-12-21,
47582,Juan Javier Rodríguez Benítez,1978-11-10,Marketing,juanjavierrodriguezbenitez@coddiy.com,569-48655958,46636.07,San Javier,2021-05-09,
4902,José Hernández,1988-10-13,Operations,josehernandez@coddiy.com,569-48277772,40983.64,Ollagüe,2023-09-19,
66646,Daniel Bastián Gómez Jara,1975-10-26,Operations,danielbastiangomezjara@coddiy.com,569-34724433,34528.67,Hualpén,2020-08-17,
25541,Rafael Ricardo Rivas Cisterna,1988-03-05,Human Resources,rafaelricardorivascisterna@coddiy.com,569-42181469,41956.22,Cerrillos,2023-07-28,2024-12-07
1065,Darwin Raúl Estrada Castillo,1975-08-21,IT,darwinraulestradacastillo@coddiy.com,569-40873295,45108.23,Llaillay,2020-08-02,
73676,Patricio Tomás Mellado Astudillo,1975-02-16,Sales,patriciotomasmelladoastudillo@coddiy.com,569-25815486,38477.41,Yumbel,2020-06-18,2022-09-17
22435,Antonio Barría Muñoz,1979-11-16,Finance,antoniobarriamunoz@coddiy.com,569-58512985,38647.36,Lolol,2021-08-05,
56167,Jorge Juan Jiménez Fierro,1977-06-16,Finance,jorgejuanjimenezfierro@coddiy.com,569-78530214,46540.04,Macul,2021-01-07,
26351,Fernanda Elsa Pino Ramos,1984-02-24,Operations,fernandaelsapinoramos@coddiy.com,569-71095123,31361.32,San Miguel,2022-08-12,
59488,Ignacio Valentín Álvarez García,1976-12-08,Finance,ignaciovalentinalvarezgarcia@coddiy.com,569-43932081,46990.77,Renaico,2020-11-23,
19029,Stephanie Sofía Zapata-Araya Silva,1979-11-02,Sales,stephaniesofiazapata-arayasilva@coddiy.com,569-46427120,44309.41,Curepto,2021-08-02,2022-03-19
54377,Mauricio Astudillo,1994-08-29,IT,mauricioastudillo@coddiy.com,569-76511430,30070.63,Río Bueno,2025-02-12,
4177,Sandra Paulina Cerda Gutiérrez,1976-07-01,IT,sandrapaulinacerdagutierrez@coddiy.com,569-63469031,47608.63,Natales,2020-10-15,2023-01-16
61102,Anna Rosa Muñoz Reyes,1990-09-18,Sales,annarosamunozreyes@coddiy.com,569-67181547,33534.9,Dalcahue,2024-03-05,
71689,Vicente Luis Lizana Vergara,1988-03-11,Operations,vicenteluislizanavergara@coddiy.com,569-11677228,44448.38,Tortel,2023-07-30,
32273,Silvia María Guzmán Cabrera,1994-09-21,Human Resources,silviamariaguzmancabrera@coddiy.com,569-49252712,37363.09,Renaico,2025-02-17,
5063,Víctor Carlos Zúñiga Luna,1987-06-01,Finance,victorcarloszunigaluna@coddiy.com,569-76523646,36421.02,Santiago,2023-05-23,2024-12-25
3189,Facundo Martínez Mella,1986-08-01,Operations,facundomartinezmella@coddiy.com,569-25753357,49803.05,Chillán,2023-03-12,
47257,Camila Arteaga Arenas,1978-08-03,Finance,camilaarteagaarenas@coddiy.com,569-52189424,45484.01,Independencia,2021-04-15,2021-09-30
25088,María Henríquez,1993-05-01,Marketing,mariahenriquez@coddiy.com,569-43120368,32493.3,Sagrada Familia,2024-10-19,2025-03-25
20070,Margarita Isidora Vargas Contreras,1983-08-14,Marketing,margaritaisidoravargascontreras@coddiy.com,569-38279096,38066.76,Lo Espejo,2022-06-27,
81881,Mónica Francisca Vega Vidal,1975-04-16,Finance,monicafranciscavegavidal@coddiy.com,569-62774048,38640.66,Renaico,2020-07-02,
79268,Mónica Parraguez,1994-08-07,Sales,monicaparraguez@coddiy.com,569-60119459,39579.68,Sagrada Familia,2025-02-06,
31837,María Garay,1983-06-26,IT,mariagaray@coddiy.com,569-74966941,47026.51,Cartagena,2022-06-15,2022-09-30
60810,Camila María López Acevedo,1994-11-28,Marketing,camilamarialopezacevedo@coddiy.com,569-76457363,46993.37,La Serena,2025-03-05,
1294,Maricela Estefanía Morales Silva,1988-12-04,Human Resources,maricelaestefaniamoralessilva@coddiy.com,569-99297388,49495.05,Puente Alto,2023-10-02,2023-12-11
37666,Pablo Torres Hidalgo,1981-12-13,IT,pablotorreshidalgo@coddiy.com,569-72852710,39636.08,Graneros,2022-02-02,
8455,Guido García Vidal,1991-07-20,IT,guidogarciavidal@coddiy.com,569-16440658,39650.72,La Cisterna,2024-05-17,2025-02-25
16027,Carmen Canales Ulloa,1978-10-19,IT,carmencanalesulloa@coddiy.com,569-95811945,37362.6,Nancagua,2021-05-04,
76234,José Sepúlveda Garrido,1988-10-29,Operations,josesepulvedagarrido@coddiy.com,569-66592264,43783.43,Quilpué,2023-09-23,
71894,Marion Juana Sepúlveda Cid,1979-07-16,Operations,marionjuanasepulvedacid@coddiy.com,569-60076529,46926.11,Isla  de Pascua,2021-07-07,
18096,Ruth Marta Cisterna Poblete,1993-07-01,Operations,ruthmartacisternapoblete@coddiy.com,569-55392273,43775.07,Yungay,2024-11-03,2025-03-23
71569,Carlos Felipe Hernández Barría,1977-06-19,Sales,carlosfelipehernandezbarria@coddiy.com,569-11650791,47598.84,Calbuco,2021-01-08,
