id,name,date_birth,department,email,phonenumber,yearly_salary,city,hire_date,termination_date
48767,Marilyn Marín,1981-01-08,IT,marilynmarin@cod.diy.com,569-81349690,33665.64,La Cisterna,2021-11-13,
21430,Yamilet Rojas,1991-06-04,Human Resources,yamiletrojas@cod.diy.com,569-12150291,40331.47,Andacollo,2024-05-06,
36769,Sofía Antonia Soto Vargas,1984-06-10,Operations,sofiaantoniasotovargas@cod.diy.com,569-21431550,45513.67,Los Lagos,2022-09-06,2024-03-27
32318,Filomena Vallejos,1981-04-29,Sales,filomenavallejos@cod.diy.com,569-88337721,36437.33,Papudo,2021-12-09,
1049,Camila Veloso Candia,1994-02-10,IT,camilavelosocandia@cod.diy.com,569-48672169,31486.7,Taltal,2024-12-26,2025-03-17
78050,Maritza Julia Cruz Navarro,1984-11-20,IT,maritzajuliacruznavarro@cod.diy.com,569-34542741,32976.13,Pencahue,2022-10-15,
7326,Ariela López Núñez,1975-05-27,Marketing,arielalopeznunez@cod.diy.com,569-54049775,32598.71,Caldera,2020-07-12,
34875,Gabriel Reyes Sanhueza,1981-07-16,Human Resources,gabrielreyessanhueza@cod.diy.com,569-10640681,43640.61,Quillota,2021-12-28,
56009,Luz Camila Gutiérrez Cifuentes,1976-07-29,IT,luzcamilagutierrezcifuentes@cod.diy.com,569-70535988,41817.41,Los Muermos,2020-10-22,2023-01-19
63451,Antonella Cerda Araya,1993-01-22,Finance,antonellacerdaaraya@cod.diy.com,569-22649327,32424.2,San Antonio,2024-09-25,2025-03-28
19289,Amada Marina Meléndez Acuña,1976-08-10,IT,amadamarinamelendezacuna@cod.diy.com,569-69765479,46975.47,Monte Patria,2020-10-25,
82432,Mercedes Ramírez Cáceres,1976-11-03,Sales,mercedesramirezcaceres@cod.diy.com,569-66627599,35007.17,Freire,2020-11-14,
61340,Mario Marco Ruiz Márquez,1995-03-12,Finance,mariomarcoruizmarquez@cod.diy.com,569-76650343,49887.95,Quellón,2025-03-30,2025-03-30
61981,Héctor Fuentealba Pinto,1993-12-26,Finance,hectorfuentealbapinto@cod.diy.com,569-39677677,39620.33,San Clemente,2024-12-15,2025-01-09
27169,René Claudio Olivares Moncada,1995-01-20,Marketing,reneclaudioolivaresmoncada@cod.diy.com,569-45094077,48551.07,Saavedra,2025-03-18,
9476,Rocío Sanhueza Rojas,1981-01-14,Finance,rociosanhuezarojas@cod.diy.com,569-31376993,44553.25,El Bosque,2021-11-14,
64203,Adrián Alejandro Cárcamo Fuenzalida,1984-03-16,Human Resources,adrianalejandrocarcamofuenzalida@cod.diy.com,569-84070672,32554.35,Hualpén,2022-08-17,
77898,Daniel Muñoz Cisterna,1982-06-16,Human Resources,danielmunozcisterna@cod.diy.com,569-62385092,32956.43,Tierra Amarilla,2022-03-18,2023-03-09
47918,Ian Edgardo Gallardo Seguel,1984-10-13,Marketing,ianedgardogallardoseguel@cod.diy.com,569-86398533,42145.16,Los Álamos,2022-10-06,2023-11-02
7707,Elena Escobar Gálvez,1988-11-03,Marketing,elenaescobargalvez@cod.diy.com,569-60284539,40987.58,Yungay,2023-09-24,2025-03-06
21382,Camila Moraga Muñoz,1976-04-18,Finance,camilamoragamunoz@cod.diy.com,569-10144886,31155.01,Nancagua,2020-09-28,
79134,Alfonso Alejandro Jiménez Calderón,1991-02-03,Operations,alfonsoalejandrojimenezcalderon@cod.diy.com,569-44728195,36922.28,Toltén,2024-04-07,2024-12-28
61931,Katherinne Karina Morales Astete,1977-02-12,Marketing,katherinnekarinamoralesastete@cod.diy.com,569-18448461,30176.5,Peñalolén,2020-12-08,
72256,Felipe Elías Muñoz Núñez,1987-08-14,Sales,felipeeliasmunoznunez@cod.diy.com,569-97383886,46161.18,Santa Juana,2023-06-10,
82867,Ignacio Ibarra,1974-12-28,Human Resources,ignacioibarra@cod.diy.com,569-74881131,49550.4,Curanilahue,2020-06-06,
27991,Bastián Exequiel Álvarez Martínez,1982-03-05,Human Resources,bastianexequielalvarezmartinez@cod.diy.com,569-44697775,41547.38,Salamanca,2022-02-21,
66663,Gabriela Soto Jorquera,1991-01-16,Finance,gabrielasotojorquera@cod.diy.com,569-13176485,42247.47,Pedro Aguirre Cerda,2024-04-03,
54560,Mariana Lina Gaete Mamani,1979-02-07,IT,marianalinagaetemamani@cod.diy.com,569-15515218,34159.12,Ñuñoa,2021-05-30,
33342,Carlos Benjamín Yáñez Alarcón,1976-06-24,Finance,carlosbenjaminyanezalarcon@cod.diy.com,569-58446256,30631.04,Graneros,2020-10-14,
43324,Jeannette Núñez Ossandón,1976-06-16,IT,jeannettenunezossandon@cod.diy.com,569-94596120,46168.07,Futrono,2020-10-12,2021-09-04
1885,María Claudina Ferrada González,1980-10-15,Finance,mariaclaudinaferradagonzalez@cod.diy.com,569-30995923,46768.08,Paillaco,2021-10-24,
46979,Karen Josefa Núñez Gálvez,1980-10-22,Marketing,karenjosefanunezgalvez@cod.diy.com,569-10097499,37065.09,Puente Alto,2021-10-25,
76404,Luis Abarca,1976-08-13,Marketing,luisabarca@cod.diy.com,569-33221052,34001.91,El Quisco,2020-10-26,
23384,Rosa Georgina Mellado Villegas,1980-10-09,Human Resources,rosageorginamelladovillegas@cod.diy.com,569-55996089,47661.69,Río Hurtado,2021-10-22,2023-12-22
1960,Jaime Cabello Encina,1989-07-17,Finance,jaimecabelloencina@cod.diy.com,569-38366473,43781.59,Cobquecura,2023-11-24,
23795,Alexander Joaquín Salinas Vega,1991-03-27,Finance,alexanderjoaquinsalinasvega@cod.diy.com,569-94034992,33330.91,Limache,2024-04-19,2024-06-08
4057,Francisco Lucas García Rojas,1989-09-16,Sales,franciscolucasgarciarojas@cod.diy.com,569-35329175,41341.37,Buin,2023-12-09,
55172,Yasna Flores Hernández,1974-05-09,Sales,yasnafloreshernandez@cod.diy.com,569-80634368,40293.47,Estación Central,2020-04-12,2020-05-09
75551,Mary María Gutiérrez Paredes,1975-03-21,Sales,marymariagutierrezparedes@cod.diy.com,569-79625369,41433.52,Panguipulli,2020-06-26,
6424,Eduardo Rivera Zúñiga,1994-10-18,Operations,eduardoriverazuniga@cod.diy.com,569-79677361,33204.71,María Pinto,2025-02-23,2025-03-23
81500,Manuel Patricio Ojeda Araya,1985-05-07,Marketing,manuelpatricioojedaaraya@cod.diy.com,569-81055776,31067.75,Laja,2022-11-24,
42038,Claudio Emilio Vargas Arévalo,1978-12-25,Finance,claudioemiliovargasarevalo@cod.diy.com,569-49158596,36040.95,San Nicolás,2021-05-19,
71573,Manuel Prieto,1979-01-19,Finance,manuelprieto@cod.diy.com,569-46140447,35823.4,Temuco,2021-05-25,
57370,Yolanda Amelia Durán Pizarro,1989-12-30,Sales,yolandaameliaduranpizarro@cod.diy.com,569-39858740,36320.28,Freire,2024-01-03,2024-01-21
10246,Fernanda Constanza Torres Moya,1975-11-27,Finance,fernandaconstanzatorresmoya@cod.diy.com,569-72290388,42288.94,La Estrella,2020-08-25,
35276,Luis Emilio López Marín,1977-09-15,Marketing,luisemiliolopezmarin@cod.diy.com,569-67936597,41252.34,Traiguén,2021-01-28,
31845,Vivian Chávez Calderón,1991-02-13,Marketing,vivianchavezcalderon@cod.diy.com,569-94465397,42163.23,Palmilla,2024-04-10,2024-05-01
78919,Juan Matías Letelier Navarrete,1988-04-09,IT,juanmatiasleteliernavarrete@cod.diy.com,569-42397284,31642.15,Doñihue,2023-08-06,
28106,Pedro Diego Rodríguez Aguilera,1984-02-02,Human Resources,pedrodiegorodriguezaguilera@cod.diy.com,569-86892769,31434.41,Vitacura,2022-08-07,
40364,Olga Yenifer Ramírez Aravena,1980-07-28,Marketing,olgayeniferramirezaravena@cod.diy.com,569-49289854,49844.92,Panguipulli,2021-10-05,2024-04-09
74995,Oscar Nibaldo Ceballos Alvarado,1977-07-15,Operations,oscarnibaldoceballosalvarado@cod.diy.com,569-64680855,42304.93,San Fernando,2021-01-14,2024-07-21
36316,Sofía Gutiérrez Núñez,1977-09-20,Sales,sofiagutierreznunez@cod.diy.com,569-75628841,43866.96,La Reina,2021-01-30,2023-01-13
72781,Emily Liliana Díaz Reyes,1985-12-20,Finance,emilylilianadiazreyes@cod.diy.com,569-59483571,47711.38,Loncoche,2023-01-17,2023-03-15
76484,José Eduardo Vidal Castillo,1977-06-16,Operations,joseeduardovidalcastillo@cod.diy.com,569-19421631,42210.8,Iquique,2021-01-07,
39570,María Hilda Henríquez Jara,1991-07-04,IT,mariahildahenriquezjara@cod.diy.com,569-55889053,31291.66,Viña del Mar,2024-05-13,2024-10-13
28597,Estefanía María Tapia González,1990-04-15,Sales,estefaniamariatapiagonzalez@cod.diy.com,569-48256890,44182.03,Quellón,2024-01-28,2025-01-12
2173,Jenniffer Miriam Maldonado Acuña,1974-12-13,Marketing,jenniffermiriammaldonadoacuna@cod.diy.com,569-49984216,45168.56,Juan Fernández,2020-06-03,2024-12-21
58385,Cristian Fernando Uribe García,1983-06-23,Sales,cristianfernandouribegarcia@cod.diy.com,569-86333013,38915.93,Río Verde,2022-06-14,
39455,José Luis Soto Cruz,1980-09-29,IT,joseluissotocruz@cod.diy.com,569-70072263,49408.96,Paredones,2021-10-20,
20383,Claudio Carlos Sierra Morales,1982-08-17,Marketing,claudiocarlossierramorales@cod.diy.com,569-92222652,45241.4,El Monte,2022-04-02,
21427,Nancy Rivera Bobadilla,1983-05-05,Sales,nancyriverabobadilla@cod.diy.com,569-22597542,32931.52,Coltauco,2022-06-03,
56162,Juan Sergio Berríos Montenegro,1994-03-22,Marketing,juansergioberriosmontenegro@cod.diy.com,569-21851298,43089.84,Constitución,2025-01-04,2025-03-24
49859,Clemente Axel Rojas Valdés,1991-07-17,Operations,clementeaxelrojasvaldes@cod.diy.com,569-73399079,33809.95,Río Ibáñez,2024-05-16,2024-05-23
3524,Jenny Faúndez Carrillo,1978-08-08,Marketing,jennyfaundezcarrillo@cod.diy.com,569-68943544,49858.41,Peralillo,2021-04-16,
3605,Fernanda Gálvez Prieto,1981-07-05,Human Resources,fernandagalvezprieto@cod.diy.com,569-64787892,37184.94,Quinchao,2021-12-25,
73603,Paulina Fonseca,1986-04-11,Sales,paulinafonseca@cod.diy.com,569-82061132,43519.96,Lo Barnechea,2023-02-13,
62343,Alexander Diego Riveros Olave,1990-05-03,Operations,alexanderdiegoriverosolave@cod.diy.com,569-22778699,49758.07,Graneros,2024-02-01,2024-09-07
81153,Julia Hernández Contreras,1991-12-18,Operations,juliahernandezcontreras@cod.diy.com,569-47617829,31053.18,Huasco,2024-06-22,
39082,Angélica Vargas,1976-09-20,Marketing,angelicavargas@cod.diy.com,569-14980795,36384.46,La Ligua,2020-11-04,
76832,Brandon Eric Baeza Vargas,1984-02-05,Marketing,brandonericbaezavargas@cod.diy.com,569-55826114,44623.55,San Carlos,2022-08-07,
29016,Darío León,1979-11-03,IT,darioleon@cod.diy.com,569-76279168,36583.13,San Pedro de la Paz,2021-08-02,
78357,Nicole Monserrat Díaz Correa,1993-03-29,Human Resources,nicolemonserratdiazcorrea@cod.diy.com,569-48094973,30424.26,Natales,2024-10-11,
21813,Juan Tomás Zenteno Castro,1983-12-04,Finance,juantomaszentenocastro@cod.diy.com,569-31191529,34748.6,Vichuquén,2022-07-23,2024-05-30
49843,Margarita Tamara González Aguilera,1987-08-17,Marketing,margaritatamaragonzalezaguilera@cod.diy.com,569-57063625,31357.05,Puqueldón,2023-06-10,2025-03-09
62367,Oscar Ramón Astorga Pacheco,1983-03-14,Human Resources,oscarramonastorgapacheco@cod.diy.com,569-64853295,42158.21,Rinconada,2022-05-21,2023-10-24
79869,Paula Isidora González Mansilla,1989-12-28,Marketing,paulaisidoragonzalezmansilla@cod.diy.com,569-66556430,40765.99,Calera,2024-01-02,2025-03-19
5996,Mariana Nancy Monsalve Carrasco,1980-12-20,Operations,mariananancymonsalvecarrasco@cod.diy.com,569-72697999,36948.87,San Pedro,2021-11-09,2022-07-05
41453,Ana Quiroz Aburto,1981-06-15,Operations,anaquirozaburto@cod.diy.com,569-10060830,41544.52,Paillaco,2021-12-21,2024-01-14
71494,María Gladys Silva-León Bugueño,1983-02-02,Operations,mariagladyssilva-leonbugueno@cod.diy.com,569-20219582,42034.45,Rancagua,2022-05-12,
43541,Jaime José Fuentes Lillo,1986-03-09,IT,jaimejosefuenteslillo@cod.diy.com,569-36448193,32816.03,Panguipulli,2023-02-05,
41437,Aurora Rosa Catalán Gutiérrez,1992-09-20,Operations,aurorarosacatalangutierrez@cod.diy.com,569-28858615,47358.8,Santa Bárbara,2024-08-27,
30543,Oscar Montes,1979-07-26,IT,oscarmontes@cod.diy.com,569-26435287,42568.48,Primavera,2021-07-09,
35442,Felipe Omar Baeza Cáceres,1981-07-11,Operations,felipeomarbaezacaceres@cod.diy.com,569-52960728,36048.72,Cerrillos,2021-12-27,
16330,Luisa Donoso González,1982-02-28,Operations,luisadonosogonzalez@cod.diy.com,569-40844378,41888.81,Antuco,2022-02-20,
58390,Brenda Estay,1980-03-18,Sales,brendaestay@cod.diy.com,569-85592511,43441.76,San Pedro de la Paz,2021-09-03,
29433,Celia Susana Salinas Ruiz,1995-02-09,Human Resources,celiasusanasalinasruiz@cod.diy.com,569-15266879,38217.66,Curicó,2025-03-23,
8690,Humberto Héctor Mora Ayala,1985-11-07,Marketing,humbertohectormoraayala@cod.diy.com,569-80285054,40791.14,El Tabo,2023-01-07,
68964,Gustavo Ricardo Fernández Riffo,1981-09-27,Finance,gustavoricardofernandezriffo@cod.diy.com,569-46133386,40855.43,Macul,2022-01-14,2024-10-01
70250,Manuel Héctor Rodríguez Flores,1974-04-19,IT,manuelhectorrodriguezflores@cod.diy.com,569-31532678,47331.46,Galvarino,2020-04-07,
75904,Claudio Salinas Novoa,1980-03-10,IT,claudiosalinasnovoa@cod.diy.com,569-40060880,38323.99,Los Muermos,2021-09-01,
53404,Katherine Gaete Delgado,1986-02-27,Finance,katherinegaetedelgado@cod.diy.com,569-96166244,36551.85,Empedrado,2023-02-03,2025-02-06
45300,Antonia Luz Valdebenito Oyarzún,1989-10-03,Marketing,antonialuzvaldebenitooyarzun@cod.diy.com,569-69874935,42415.9,Panquehue,2023-12-13,2025-03-13
37464,Christian Bryan Alvarado Figueroa,1991-12-28,IT,christianbryanalvaradofigueroa@cod.diy.com,569-10351274,39643.86,Bulnes,2024-06-24,2024-11-28
587,Margarita Beltrán Yáñez,1984-01-07,IT,margaritabeltranyanez@cod.diy.com,569-89256432,33839.06,Puyehue,2022-08-01,2023-08-29
14339,Diana María Fredes Pérez,1984-07-18,Finance,dianamariafredesperez@cod.diy.com,569-28916122,37014.21,Portezuelo,2022-09-16,
17953,Mayra Gaete Carrasco,1986-10-01,Finance,mayragaetecarrasco@cod.diy.com,569-88633728,43139.27,Camiña,2023-03-26,
28828,Sixto Sanhueza,1976-01-27,Sales,sixtosanhueza@cod.diy.com,569-31041239,48371.54,Melipeuco,2020-09-08,
7746,Eva Pérez,1993-02-04,Sales,evaperez@cod.diy.com,569-53548863,39599.4,Lanco,2024-09-28,
50284,José Olguín Peralta,1975-11-18,Marketing,joseolguinperalta@cod.diy.com,569-40094286,42332.62,Curarrehue,2020-08-23,
76028,Isabel Montero,1992-07-07,Human Resources,isabelmontero@cod.diy.com,569-32362291,30796.41,Punitaqui,2024-08-09,
11192,Roberto Juan Pacheco Díaz,1993-08-08,Operations,robertojuanpachecodiaz@cod.diy.com,569-86637392,32442.41,Curacautín,2024-11-11,
41355,Rafael Valdivia,1975-07-03,Finance,rafaelvaldivia@cod.diy.com,569-68762820,48344.97,Cartagena,2020-07-21,2021-06-02
15345,Valentina Ruz Martínez,1981-03-24,Human Resources,valentinaruzmartinez@cod.diy.com,569-23790577,46533.06,Nacimiento,2021-12-01,2024-06-22
56356,Juan Nelson Baeza Lagos,1976-05-29,Marketing,juannelsonbaezalagos@cod.diy.com,569-62771075,39605.26,Coihaique,2020-10-07,
4239,Diego José Espinoza Olguín,1977-12-19,IT,diegojoseespinozaolguin@cod.diy.com,569-80538252,39673.08,Lautaro,2021-02-20,2021-10-05
711,Marcia Priscilla Henríquez Figueroa,1988-09-20,Sales,marciapriscillahenriquezfigueroa@cod.diy.com,569-10623192,37627.49,Marchihue,2023-09-14,2024-08-08
81806,Claudio Marco Carrasco Cabello,1992-01-30,Human Resources,claudiomarcocarrascocabello@cod.diy.com,569-51832678,39812.32,Retiro,2024-07-02,2024-09-03
47349,Priscilla Fuentes Poblete,1979-07-04,Sales,priscillafuentespoblete@cod.diy.com,569-79093050,48556.12,Huara,2021-07-04,2021-11-27
25688,Isabella Carolina Ramos Rodríguez,1986-09-23,Sales,isabellacarolinaramosrodriguez@cod.diy.com,569-10839882,36795.18,Molina,2023-03-24,
59462,René Muñoz,1977-04-21,Operations,renemunoz@cod.diy.com,569-12314471,39152.84,Renca,2020-12-24,
71232,Luis Mario Cáceres Araya,1993-03-04,IT,luismariocaceresaraya@cod.diy.com,569-89524385,47302.53,Puerto Varas,2024-10-05,2025-03-17
5745,Javiera Nicole Bustamante Sánchez,1982-10-09,Finance,javieranicolebustamantesanchez@cod.diy.com,569-83745795,37898.94,Licantén,2022-04-14,
34294,Alejandro Molina,1983-01-09,Human Resources,alejandromolina@cod.diy.com,569-30618343,36126.81,Peumo,2022-05-06,
19028,Maite Carvajal Jara,1982-11-10,Human Resources,maitecarvajaljara@cod.diy.com,569-66844577,49230.58,Hualaihué,2022-04-22,
78303,Héctor Manuel Vega Varela,1992-12-09,Operations,hectormanuelvegavarela@cod.diy.com,569-49537941,40217.22,Vitacura,2024-09-15,
34161,Nadia Maite Castillo Fernández,1975-03-09,Finance,nadiamaitecastillofernandez@cod.diy.com,569-42778683,41557.94,Tirúa,2020-06-23,2022-06-06
2821,Yonathan Díaz Troncoso,1989-12-19,Human Resources,yonathandiaztroncoso@cod.diy.com,569-11234736,36246.4,Pica,2023-12-31,
48963,Lucas Cortés Jiménez,1984-08-22,IT,lucascortesjimenez@cod.diy.com,569-52728594,39817.59,La Cruz,2022-09-24,
72608,María Zúñiga Martínez,1984-11-21,Finance,mariazunigamartinez@cod.diy.com,569-38059176,35664.1,Quilpué,2022-10-16,
20846,Antonia Loreto Ríos Acevedo,1982-02-21,Marketing,antonialoretoriosacevedo@cod.diy.com,569-91983589,33344.9,Salamanca,2022-02-18,
