id,name,date_birth,department,email,phonenumber,yearly_salary,city,hire_date,termination_date
4747,Sofía Scarlet Miranda Fuentealba,1978-03-04,Sales,sofiascarletmirandafuentealba@coddiy.com,569-96681887,49613.05,Perquenco,2021-03-10,
50367,Celeste Nicole Peña Guzmán,1995-02-25,Operations,celestenicolepenaguzman@coddiy.com,569-34359591,49719.08,Chanco,2025-03-26,
20572,Wilma Elizabeth San Martín Fuentes,1977-10-06,Operations,wilmaelizabethsanmartinfuentes@coddiy.com,569-54270879,42096.24,Cochrane,2021-02-02,
71133,Fernando Manuel Peña Silva,1976-11-24,Finance,fernandomanuelpenasilva@coddiy.com,569-98684348,48975.1,Quellón,2020-11-19,2024-05-27
1371,Jorge Cristóbal Gaete Muñoz,1978-12-03,Finance,jorgecristobalgaetemunoz@coddiy.com,569-92789590,47847.3,Punta Arenas,2021-05-14,
9949,Vicente Martín Esparza Orellana,1984-09-04,Operations,vicentemartinesparzaorellana@coddiy.com,569-11531394,47539.5,Collipulli,2022-09-27,2023-09-07
8088,José Leiva,1988-05-23,Operations,joseleiva@coddiy.com,569-57213022,43864.63,Estación Central,2023-08-16,
82591,Judith Bernarda Ramírez Pizarro,1981-11-27,IT,judithbernardaramirezpizarro@coddiy.com,569-44165839,36008.54,Malloa,2022-01-29,
38721,Diana Ángela Hernández Ortiz,1989-12-29,IT,dianaangelahernandezortiz@coddiy.com,569-99877918,49782.92,María Elena,2024-01-03,2024-10-06
47356,Luis Aarón Vera Castro,1976-02-16,IT,luisaaronveracastro@coddiy.com,569-90171397,38003.72,La Higuera,2020-09-13,
33172,Ana María Zárate Gallardo,1983-11-12,Sales,anamariazarategallardo@coddiy.com,569-99957782,43104.57,La Cisterna,2022-07-18,
61833,Verónica Digna Godoy Martínez,1989-01-01,Sales,veronicadignagodoymartinez@coddiy.com,569-19482014,49849.29,San Clemente,2023-10-08,2025-01-19
38519,Orlando Caro,1993-02-15,IT,orlandocaro@coddiy.com,569-59658165,41289.95,Freirina,2024-10-01,
61987,José Nelson Rojas Bórquez,1977-03-20,Operations,josenelsonrojasborquez@coddiy.com,569-29739414,31611.14,General Lagos,2020-12-17,2022-10-26
54520,Ana Magaly Riquelme González,1977-08-22,Marketing,anamagalyriquelmegonzalez@coddiy.com,569-38175564,44347.6,Vitacura,2021-01-23,
22482,Margarita Trinidad Leyton Ceballos,1994-03-24,Finance,margaritatrinidadleytonceballos@coddiy.com,569-89035374,42311.24,Independencia,2025-01-05,
11310,Ruth Martina Bastías Pino,1976-08-09,Finance,ruthmartinabastiaspino@coddiy.com,569-30684538,44234.62,Saavedra,2020-10-25,
38059,Miguel Neftalí Aedo Bravo,1976-06-17,IT,miguelneftaliaedobravo@coddiy.com,569-85526537,30881.48,Freirina,2020-10-12,
40484,Juvenal Villegas Alfaro,1977-12-02,Operations,juvenalvillegasalfaro@coddiy.com,569-70885625,41044.0,Cabrero,2021-02-16,
6951,Josefa Aída Ramírez González,1990-09-02,IT,josefaaidaramirezgonzalez@coddiy.com,569-89139289,48572.19,San Fernando,2024-03-01,
21009,Claudio Rafael Maldonado Cabrera,1992-09-21,IT,claudiorafaelmaldonadocabrera@coddiy.com,569-15694425,39193.95,Puerto Varas,2024-08-27,
81903,Diego Rómulo Valenzuela Muñoz,1993-10-28,Sales,diegoromulovalenzuelamunoz@coddiy.com,569-87317820,39792.45,Pinto,2024-12-01,
36850,Adelaida Vargas,1992-01-27,Finance,adelaidavargas@coddiy.com,569-54076515,49077.63,Cochamó,2024-07-01,
46198,Víctor Manuel Quinteros Muñoz,1978-04-16,Marketing,victormanuelquinterosmunoz@coddiy.com,569-61244534,32881.43,Tocopilla,2021-03-20,
33084,Irma Elizabeth Brito Bustos,1976-05-01,Operations,irmaelizabethbritobustos@coddiy.com,569-17697789,31041.2,Putaendo,2020-10-01,2025-01-21
46191,Jorge Mauricio Arenas Lorca,1979-04-19,Operations,jorgemauricioarenaslorca@coddiy.com,569-52822483,39793.5,Combarbalá,2021-06-16,
17516,Carlos Matías Oyarzún Sandoval,1977-09-10,Human Resources,carlosmatiasoyarzunsandoval@coddiy.com,569-13769563,43860.39,Huasco,2021-01-27,
69240,Ana Norma Carrasco Morales,1981-05-12,Sales,ananormacarrascomorales@coddiy.com,569-35342627,40715.58,La Cruz,2021-12-12,
28064,Henry Sergio Gómez Pereira,1977-08-04,Human Resources,henrysergiogomezpereira@coddiy.com,569-81452945,45491.63,Pozo Almonte,2021-01-19,
78851,Leonardo Rodrigo Quezada Hernández,1977-04-02,Finance,leonardorodrigoquezadahernandez@coddiy.com,569-14052924,45467.32,Purén,2020-12-20,
68122,Lucy Lara Parraguez,1992-01-13,IT,lucylaraparraguez@coddiy.com,569-15366483,48373.18,Penco,2024-06-28,2024-10-17
82535,José Canales Gallardo,1981-07-03,Finance,josecanalesgallardo@coddiy.com,569-19522882,35394.13,Cobquecura,2021-12-25,2022-03-02
35546,Constanza Angelina Cortés Sánchez,1993-05-24,Human Resources,constanzaangelinacortessanchez@coddiy.com,569-40072117,44425.31,Santa Bárbara,2024-10-24,
41549,Valeria Inostroza,1980-12-05,Human Resources,valeriainostroza@coddiy.com,569-46273428,47068.46,Cauquenes,2021-11-05,
53414,Mauricio Ruz,1974-06-01,Marketing,mauricioruz@coddiy.com,569-81891953,43740.48,Cholchol,2020-04-17,
57810,Claudia María Ríos Jara,1993-12-13,Marketing,claudiamariariosjara@coddiy.com,569-12877090,31907.04,Vitacura,2024-12-12,
62084,Gabriel Tomás Ibarra-Fuentes Arancibia,1983-04-09,Sales,gabrieltomasibarra-fuentesarancibia@coddiy.com,569-92897544,48595.9,Cholchol,2022-05-28,2025-02-27
53249,Juan Leonardo Castillo Muñoz,1990-06-07,IT,juanleonardocastillomunoz@coddiy.com,569-29148224,46217.03,Cisnes,2024-02-10,2024-11-11
54168,Luis Gajardo,1978-09-24,IT,luisgajardo@coddiy.com,569-85375184,46054.99,Maule,2021-04-28,
16986,Francisco Luis Martínez Castillo,1977-07-29,IT,franciscoluismartinezcastillo@coddiy.com,569-41263597,37028.58,Llanquihue,2021-01-17,2023-07-22
77906,Angélica Ana Quintana Zapata,1992-12-15,Sales,angelicaanaquintanazapata@coddiy.com,569-13755543,30221.27,Parral,2024-09-16,
28761,Carolina Lorena Zárate Reyes,1994-03-25,IT,carolinalorenazaratereyes@coddiy.com,569-63232499,30430.21,La Pintana,2025-01-05,
70669,Amanda Campos,1976-04-20,Operations,amandacampos@coddiy.com,569-54777638,38442.03,Pedro Aguirre Cerda,2020-09-28,
56607,Jesús Novoa,1987-07-05,Sales,jesusnovoa@coddiy.com,569-63486814,35863.13,Freirina,2023-05-31,
25156,Oscar Sáez Fredes,1985-10-25,Sales,oscarsaezfredes@coddiy.com,569-57455651,38451.33,Tierra Amarilla,2023-01-04,2024-06-16
4814,Roger Danilo Letelier Roa,1993-11-09,Operations,rogerdaniloletelierroa@coddiy.com,569-65252171,41930.57,Alhué,2024-12-04,
47035,Giovanni Iván Cares Guajardo,1980-07-24,Marketing,giovanniivancaresguajardo@coddiy.com,569-62089522,38471.37,San Miguel,2021-10-04,2024-08-23
55806,Tomás Juan Carrillo Tapia,1978-06-14,Finance,tomasjuancarrillotapia@coddiy.com,569-61689076,46309.9,Santa Cruz,2021-04-03,
57688,Mauricio Osvaldo Jofré Díaz,1988-10-29,Marketing,mauricioosvaldojofrediaz@coddiy.com,569-81998983,39156.7,Calbuco,2023-09-23,
8763,Natalia Olguín Bravo,1985-04-27,Sales,nataliaolguinbravo@coddiy.com,569-86090536,32860.89,Punitaqui,2022-11-22,2023-04-12
7867,Lucas Vergara,1991-09-18,Marketing,lucasvergara@coddiy.com,569-54462717,33800.88,Hualqui,2024-05-31,
50857,Elizabeth Pamela Rojas Robles,1991-11-14,Operations,elizabethpamelarojasrobles@coddiy.com,569-22719760,37426.65,Petorca,2024-06-14,
54310,Olga Dominga Morales Toledo,1994-09-01,Human Resources,olgadomingamoralestoledo@coddiy.com,569-77771819,35377.21,Yumbel,2025-02-12,
2828,Fanny Patricia Valdivia Lillo,1994-11-22,Human Resources,fannypatriciavaldivialillo@coddiy.com,569-69315067,44064.41,Llaillay,2025-03-04,
74886,Sofía Maite Rivera Olguín,1982-02-10,Human Resources,sofiamaiteriveraolguin@coddiy.com,569-72163218,48529.18,Iquique,2022-02-16,
19348,Luis Diego Mena Rosales,1975-01-29,IT,luisdiegomenarosales@coddiy.com,569-75933457,49818.84,Conchalí,2020-06-14,2021-09-26
26987,Alfonso José Olivares Araneda,1975-12-31,IT,alfonsojoseolivaresaraneda@coddiy.com,569-59327386,48768.12,El Tabo,2020-09-02,
2643,Fresia María Aguilera Tapia,1990-10-31,IT,fresiamariaaguileratapia@coddiy.com,569-11493638,44795.56,Lampa,2024-03-16,
55261,Catalina Marcela Hormazábal Guerra,1984-07-20,Finance,catalinamarcelahormazabalguerra@coddiy.com,569-65321415,32476.79,Freirina,2022-09-16,
81994,Julia López Valenzuela,1994-01-09,Human Resources,julialopezvalenzuela@coddiy.com,569-12994128,47101.11,La Cruz,2024-12-18,
40370,Yaritza Marlene Gutiérrez Medina,1981-05-06,Marketing,yaritzamarlenegutierrezmedina@coddiy.com,569-37031125,44525.63,Treguaco,2021-12-11,
74887,Ester Maldonado Briceño,1978-04-10,Finance,estermaldonadobriceno@coddiy.com,569-97197615,43814.19,Teno,2021-03-19,2022-08-30
64339,Katalina Meza Silva,1990-03-31,Sales,katalinamezasilva@coddiy.com,569-24793050,36271.21,Puerto Varas,2024-01-25,
46540,Rodolfo Jara,1978-12-04,IT,rodolfojara@coddiy.com,569-35474655,34581.08,Nacimiento,2021-05-15,
2754,Celia León,1992-09-05,Sales,celialeon@coddiy.com,569-49884835,41226.09,Río Verde,2024-08-23,
6546,Herminio López Gatica,1994-07-27,Operations,herminiolopezgatica@coddiy.com,569-62829363,45594.68,Puqueldón,2025-02-04,
74850,Pedro Sergio Sánchez Canales,1994-06-30,Finance,pedrosergiosanchezcanales@coddiy.com,569-13354856,37652.78,Curaco de Vélez,2025-01-28,
64768,Ana Valeria Guerrero Ortega,1979-07-10,Sales,anavaleriaguerreroortega@coddiy.com,569-20447940,42461.35,Coronel,2021-07-05,
71500,Jorge Yordan Pavez López,1983-04-10,Human Resources,jorgeyordanpavezlopez@coddiy.com,569-98963899,49238.03,Teno,2022-05-28,
75076,Vanessa Silvia Palacios Arias,1975-07-10,Human Resources,vanessasilviapalaciosarias@coddiy.com,569-20851633,33385.73,Pedro Aguirre Cerda,2020-07-22,2021-09-29
22463,Paloma Viviana Cáceres Fernández,1982-10-27,Finance,palomavivianacaceresfernandez@coddiy.com,569-58595463,32995.73,Zapallar,2022-04-18,
73499,Lorenzo Carlos Rojas Moreno,1992-12-13,Human Resources,lorenzocarlosrojasmoreno@coddiy.com,569-30832852,46775.56,Santa Juana,2024-09-16,
14605,Víctor Julio González Videla,1994-04-10,Operations,victorjuliogonzalezvidela@coddiy.com,569-82493422,34814.61,Parral,2025-01-09,
78584,Rafael Herrera Gaete,1988-11-02,Sales,rafaelherreragaete@coddiy.com,569-70364327,36880.83,Parral,2023-09-24,
26165,Debora Lorenza Lucero Pacheco,1981-10-25,Human Resources,deboralorenzaluceropacheco@coddiy.com,569-79561781,40173.07,Mulchén,2022-01-21,
75055,Carmen Patricia Carreño Zúñiga,1977-07-17,Operations,carmenpatriciacarrenozuniga@coddiy.com,569-59132128,43200.51,Huasco,2021-01-14,
2114,Amelia Génesis Castillo Cárdenas,1984-11-16,Marketing,ameliagenesiscastillocardenas@coddiy.com,569-55062479,46235.28,Castro,2022-10-14,
30073,Cristóbal Claudio Catalán Venegas,1977-05-25,Human Resources,cristobalclaudiocatalanvenegas@coddiy.com,569-79060768,37039.98,Olivar,2021-01-01,
6633,Sonia Alarcón,1994-04-26,Sales,soniaalarcon@coddiy.com,569-80838395,36748.68,Mejillones,2025-01-13,2025-03-26
41528,Lorena Constanza Molina Mansilla,1989-06-24,Marketing,lorenaconstanzamolinamansilla@coddiy.com,569-16038679,49137.36,Concepción,2023-11-19,2024-10-26
44966,Paula Vanessa Muñoz Lucero,1992-07-14,Finance,paulavanessamunozlucero@coddiy.com,569-53785234,30333.45,Yerbas Buenas,2024-08-11,
33133,Jenny Beatriz Vargas Donoso,1979-02-18,Human Resources,jennybeatrizvargasdonoso@coddiy.com,569-33790775,49596.92,Coihaique,2021-06-02,
51047,Jocelyn Sandoval,1982-11-29,Human Resources,jocelynsandoval@coddiy.com,569-40963044,40346.38,La Cruz,2022-04-26,
61560,Bastián Daniel Calderón Rivas,1992-12-02,Sales,bastiandanielcalderonrivas@coddiy.com,569-71465739,47738.62,Cartagena,2024-09-13,
37589,Ayleen Tapia Osses,1988-05-25,Finance,ayleentapiaosses@coddiy.com,569-87252483,30307.77,Purranque,2023-08-17,2023-10-19
61976,Sandra Camila Reyes Ceballos,1987-02-02,Marketing,sandracamilareyesceballos@coddiy.com,569-28740123,34051.62,Yumbel,2023-04-25,
48436,Danae Elena Vejar Cornejo,1986-01-05,Operations,danaeelenavejarcornejo@coddiy.com,569-48496876,47872.59,Bulnes,2023-01-21,2024-07-29
12381,Sandra Elisa González Cárcamo,1986-11-10,Marketing,sandraelisagonzalezcarcamo@coddiy.com,569-63221532,32476.59,Peñaflor,2023-04-05,2024-05-02
39797,Johan Martín Ramírez Sáez,1979-08-15,Finance,johanmartinramirezsaez@coddiy.com,569-84891350,33783.38,Río Negro,2021-07-14,
79785,Marcia Quispe Prieto,1992-05-15,Human Resources,marciaquispeprieto@coddiy.com,569-55029981,39568.95,San Rosendo,2024-07-27,
83279,Isolina Sara Valdés Cifuentes,1986-05-09,Sales,isolinasaravaldescifuentes@coddiy.com,569-48865165,35988.94,Coihueco,2023-02-20,2025-02-16
66212,Álvaro Espinoza Silva,1987-04-28,Marketing,alvaroespinozasilva@coddiy.com,569-27563542,35873.77,Tocopilla,2023-05-15,
14518,Ignacia Florencia Cortés Santander,1977-09-30,IT,ignaciaflorenciacortessantander@coddiy.com,569-81151447,46056.56,Concón,2021-02-01,
72059,Sergio Contreras Rodríguez,1987-07-19,IT,sergiocontrerasrodriguez@coddiy.com,569-98688752,43983.69,Penco,2023-06-04,
2762,José Bustamante Sepúlveda,1979-04-05,Operations,josebustamantesepulveda@coddiy.com,569-58287443,42607.83,Tiltil,2021-06-13,
45976,Natalia Eva Ruiz Sanhueza,1986-01-15,Operations,nataliaevaruizsanhueza@coddiy.com,569-63510922,32574.35,Padre Las Casas,2023-01-24,
48343,Alejandro Marco Reyes Chamorro,1978-09-22,Marketing,alejandromarcoreyeschamorro@coddiy.com,569-97629834,49151.67,Licantén,2021-04-27,
40332,Trinidad Carolina González Martinez,1989-12-22,Operations,trinidadcarolinagonzalezmartinez@coddiy.com,569-92360156,48955.84,La Pintana,2024-01-01,
74864,Macarena Paulina Vidal Martínez,1987-04-15,Operations,macarenapaulinavidalmartinez@coddiy.com,569-91998468,33506.74,Timaukel,2023-05-12,2023-10-03
7986,Diego Juan Orellana Mora,1985-04-13,IT,diegojuanorellanamora@coddiy.com,569-74723050,42022.75,Florida,2022-11-19,
53229,Marcos Jorge Velásquez Chávez,1993-06-11,Finance,marcosjorgevelasquezchavez@coddiy.com,569-98061912,42151.89,Lolol,2024-10-29,2025-03-10
56458,Johanna Rivera-Torres González,1976-08-03,Finance,johannarivera-torresgonzalez@coddiy.com,569-59565895,45837.96,Lampa,2020-10-23,
43659,Emanuel Rojas Pérez,1976-06-15,Sales,emanuelrojasperez@coddiy.com,569-17710834,42895.52,Teodoro Schmidt,2020-10-12,
74049,José Cristopher Muñoz Moyano,1976-03-24,Finance,josecristophermunozmoyano@coddiy.com,569-36924324,32169.71,Purranque,2020-09-22,
42769,Mateo Cristian Vásquez Lobos,1979-12-15,Human Resources,mateocristianvasquezlobos@coddiy.com,569-41540186,44502.27,Putaendo,2021-08-12,
39347,Nora Orellana,1984-06-21,Marketing,noraorellana@coddiy.com,569-54883069,44676.09,Primavera,2022-09-09,2023-02-03
3980,María Myriam Flores Peña,1978-01-29,Sales,mariamyriamflorespena@coddiy.com,569-91942616,39033.24,María Pinto,2021-03-02,2022-07-12
29162,Rodrigo Sebastián Valdés Mora,1982-12-21,Sales,rodrigosebastianvaldesmora@coddiy.com,569-74055828,40540.61,Curanilahue,2022-05-02,2023-12-10
48051,Víctor Cristóbal Ortega Rojas,1982-12-09,IT,victorcristobalortegarojas@coddiy.com,569-69468655,41537.4,Torres del Paine,2022-04-29,2024-03-24
48990,Ángela Gutiérrez Fica,1982-10-07,IT,angelagutierrezfica@coddiy.com,569-77645420,36813.24,Quillota,2022-04-14,
73012,María Lucinda Medina Lillo,1991-12-13,Operations,marialucindamedinalillo@coddiy.com,569-87180592,44157.13,Cabrero,2024-06-21,2024-07-25
6892,María Jessica Vásquez Rosales,1990-05-29,Finance,mariajessicavasquezrosales@coddiy.com,569-62896270,35545.31,Purén,2024-02-08,
8473,Eliana Jara López,1993-06-14,Marketing,elianajaralopez@coddiy.com,569-67512747,40414.25,Cauquenes,2024-10-29,2024-10-30
