id,name,date_birth,department,email,phonenumber,yearly_salary,city,hire_date,termination_date
67000,Ricardo Juan Garay Águila,1974-05-25,IT,ricardo.garay@coddiy.com,569-59979869,35394.47,Freire,2020-04-16,
49126,Valentina Daniela Rojas Caballero,1987-11-23,IT,valentina.rojas@coddiy.com,569-90470780,35205.65,Río Bueno,2023-07-04,
80101,Sandra González,1986-03-22,Human Resources,sandra.gonzalez@coddiy.com,569-25588760,34999.31,Paillaco,2023-02-08,2023-10-25
5163,Gloria Vera,1988-08-18,Sales,gloria.vera@coddiy.com,569-35994795,30899.96,Concepción,2023-09-06,
25323,Sergio Armando Cárdenas Zapata,1978-03-03,Operations,sergio.cardenas@coddiy.com,569-28052199,49237.2,Quinchao,2021-03-10,
11852,Christian Álvaro Pérez Aravena,1992-08-06,Human Resources,christian.perez@coddiy.com,569-79936518,38315.25,Corral,2024-08-16,
28413,Iván Araneda,1995-01-26,Marketing,ivan.araneda@coddiy.com,569-65177091,45017.83,Fresia,2025-03-19,
14168,Julio Benjamín González Contreras,1978-06-10,Marketing,julio.gonzalez@coddiy.com,569-81920575,49007.02,Placilla,2021-04-02,
19328,Miriam Sandra Barrera Silva,1976-12-31,Operations,miriam.barrera@coddiy.com,569-78718020,38344.85,Chiguayante,2020-11-28,
77800,Katherine Huerta San Martín,1980-10-15,Finance,katherine.san@coddiy.com,569-12387991,30197.82,Pinto,2021-10-24,
79637,Patricio Soto,1989-11-04,Operations,patricio.soto@coddiy.com,569-18555579,32633.27,Carahue,2023-12-21,
6467,María Castillo,1991-09-13,Finance,maria.castillo@coddiy.com,569-32741692,46643.58,Yungay,2024-05-30,
79724,Eva Gómez,1980-01-06,Operations,eva.gomez@coddiy.com,569-30830577,41446.03,Cauquenes,2021-08-17,2024-01-19
72039,Maximiliano Hernández Concha,1982-11-11,Operations,maximiliano.hernandez@coddiy.com,569-95568611,49981.12,Máfil,2022-04-22,
1193,Christian Cristian Barría Jofré,1976-09-04,Marketing,christian.barria@coddiy.com,569-61473792,41652.08,Puente Alto,2020-10-31,2021-05-05
49639,Santiago Soto Valencia,1985-03-23,Operations,santiago.soto@coddiy.com,569-62634716,33062.93,Purén,2022-11-14,
43465,Jacinta Myriam Vargas Acuña,1978-04-14,Operations,jacinta.vargas@coddiy.com,569-86916011,45977.16,La Cruz,2021-03-20,
4668,Ernesto Damián Vargas Olivares,1990-07-05,Operations,ernesto.vargas@coddiy.com,569-52847649,42427.37,Frutillar,2024-02-16,
30874,Fernanda Araya,1984-10-17,Marketing,fernanda.araya@coddiy.com,569-24341837,47765.65,Lo Espejo,2022-10-07,2023-09-13
79758,Isidora Matilda Chacón Navarrete,1975-09-09,Marketing,isidora.chacon@coddiy.com,569-12678412,39407.41,Guaitecas,2020-08-06,
35392,Priscilla Leyton Orellana,1989-10-17,Operations,priscilla.leyton@coddiy.com,569-72943749,33298.86,Villa Alegre,2023-12-16,2025-02-20
78417,Sebastián Urbina Muñoz,1975-10-24,IT,sebastian.urbina@coddiy.com,569-29019858,47973.25,Calera,2020-08-17,
41883,Eduardo Andrés Arriagada Garrido,1990-02-17,Marketing,eduardo.arriagada@coddiy.com,569-41589217,42530.89,General Lagos,2024-01-14,
18795,Antonio Daniel Henríquez Bello,1989-09-12,Sales,antonio.henriquez@coddiy.com,569-70041287,48054.2,Nancagua,2023-12-08,
48194,Matteo Álvaro Gutiérrez Núñez,1975-12-16,Operations,matteo.gutierrez@coddiy.com,569-91982783,34849.39,Mulchén,2020-08-29,
22502,Jacqueline Olga Mendoza Vilches,1990-03-12,Finance,jacqueline.mendoza@coddiy.com,569-86032482,49683.94,La Unión,2024-01-20,2024-04-09
33811,Gloria Ximena Reyes Lara,1980-12-22,Sales,gloria.reyes@coddiy.com,569-96395123,44711.22,Río Claro,2021-11-09,2022-10-21
13663,José Juan Sánchez Espinoza,1978-01-04,IT,jose.sanchez@coddiy.com,569-76933695,45069.45,Cartagena,2021-02-24,
16013,Isabel Rocío Farías Rodríguez,1986-12-26,Marketing,isabel.farias@coddiy.com,569-28158393,36024.12,Pencahue,2023-04-16,
78177,Francesca Briones-Alarcón,1979-05-03,Finance,francesca.briones-alarcon@coddiy.com,569-96440171,44594.75,Coronel,2021-06-19,
999,Fabián Damián González Soto,1994-03-21,IT,fabian.gonzalez@coddiy.com,569-84761164,40362.83,Ercilla,2025-01-04,
59455,Roberto Gutiérrez,1991-06-16,IT,roberto.gutierrez@coddiy.com,569-71414567,37618.14,Pudahuel,2024-05-09,2025-03-03
76511,Luis Cristian Alarcón Córdova,1994-03-21,IT,luis.alarcon@coddiy.com,569-46693045,45384.55,San Gregorio,2025-01-04,
16635,Johan Marcelo Maturana Morales,1984-05-23,Sales,johan.maturana@coddiy.com,569-25033158,48176.92,Yerbas Buenas,2022-09-02,2023-01-02
25097,María Contreras,1975-05-30,Sales,maria.contreras@coddiy.com,569-92032962,35539.71,Portezuelo,2020-07-13,
50875,Paola Silva-Núñez Quintana,1990-11-23,Marketing,paola.silva-nunez@coddiy.com,569-28532421,36989.26,La Reina,2024-03-21,2025-01-22
3360,Roberto Oscar Pinto Carrasco,1977-01-05,Sales,roberto.pinto@coddiy.com,569-10239883,46653.96,Papudo,2020-11-29,
16730,Stephanie Jara,1974-07-26,Human Resources,stephanie.jara@coddiy.com,569-33747733,31441.75,Longaví,2020-04-30,2020-05-11
11412,Juan Pedro Ramírez Ponce,1985-11-06,Human Resources,juan.ramirez@coddiy.com,569-89050040,39878.76,Coronel,2023-01-07,
38780,Álvaro Daniel López Carrasco,1978-09-25,Sales,alvaro.lopez@coddiy.com,569-61144319,31510.1,Santa María,2021-04-28,2022-12-09
2779,Héctor Rojas,1986-03-08,Marketing,hector.rojas@coddiy.com,569-40117318,48563.14,Isla de Maipo,2023-02-05,2024-11-07
17897,Juan Joel Guajardo Pincheira,1986-01-17,Sales,juan.guajardo@coddiy.com,569-40718448,30670.86,Yungay,2023-01-24,
31367,José Rosales Méndez,1983-07-19,IT,jose.rosales@coddiy.com,569-15347274,39619.13,Cochamó,2022-06-21,
79005,Liliana Margarita Barahona Olave,1990-02-24,Finance,liliana.barahona@coddiy.com,569-95717113,38413.81,San Rafael,2024-01-16,2024-11-18
50599,Rosa María Díaz Campos,1976-07-23,IT,rosa.diaz@coddiy.com,569-12279570,44538.84,María Elena,2020-10-21,
80148,Amelia Marisol Alvarado Aravena,1977-09-29,Finance,amelia.alvarado@coddiy.com,569-23616014,47154.05,Concepción,2021-02-01,
70335,Felipe Cepeda,1980-10-02,Finance,felipe.cepeda@coddiy.com,569-81328166,47554.85,Yerbas Buenas,2021-10-21,2022-08-15
1516,Marisa Sepúlveda Medel,1990-04-13,Sales,marisa.sepulveda@coddiy.com,569-93414943,35639.2,Pedro Aguirre Cerda,2024-01-28,
34941,Gisela Gutiérrez Carrasco,1979-09-25,Marketing,gisela.gutierrez@coddiy.com,569-27888799,44769.97,Pinto,2021-07-24,
31314,Orlando Marco Ruiz Faúndez,1981-09-24,Marketing,orlando.ruiz@coddiy.com,569-80521110,49039.06,Litueche,2022-01-14,
39276,Rodrigo Patricio Martinez Novoa,1990-05-25,Marketing,rodrigo.martinez@coddiy.com,569-83370211,42091.89,Lumaco,2024-02-07,
6240,Constanza María Hernández Cabrera,1981-07-04,Marketing,constanza.hernandez@coddiy.com,569-74913472,44693.92,Retiro,2021-12-25,
42619,Roberto Juan Vera Blanco,1987-10-25,Operations,roberto.vera@coddiy.com,569-69083585,49523.42,Tiltil,2023-06-27,
17846,Pedro David Arancibia Soto,1978-12-08,Operations,pedro.arancibia@coddiy.com,569-97896919,36895.67,Tortel,2021-05-15,
1611,Erick Jorge Leiva Barraza,1987-09-23,Operations,erick.leiva@coddiy.com,569-25480220,33684.95,Ercilla,2023-06-19,
29245,Juan Cárcamo,1994-05-31,Operations,juan.carcamo@coddiy.com,569-87658173,31600.66,Licantén,2025-01-21,
12495,Simón Benítez Rubio,1981-12-27,IT,simon.benitez@coddiy.com,569-81262797,45884.08,Llaillay,2022-02-05,
82359,Ingrid Collao,1991-08-26,IT,ingrid.collao@coddiy.com,569-64044938,48324.24,Nancagua,2024-05-26,2024-07-07
20019,Valentina Escobar Salas,1977-12-15,Finance,valentina.escobar@coddiy.com,569-80636929,39932.59,Ovalle,2021-02-19,2021-05-18
45719,Renata Gaete Carvajal,1985-05-07,Human Resources,renata.gaete@coddiy.com,569-97190867,48465.15,Tirúa,2022-11-24,
36536,Álvaro José San Martín Urra,1985-06-06,Sales,alvaro.@coddiy.com,569-66057271,36663.37,Cerro Navia,2022-12-01,
18177,Ana Matilde Aguilera Díaz,1979-07-03,IT,ana.aguilera@coddiy.com,569-19785510,40970.35,La Reina,2021-07-04,
6480,Eduardo Páez Aguirre,1982-12-18,Sales,eduardo.paez@coddiy.com,569-90292311,43081.14,Ñuñoa,2022-05-01,
20908,Francisca Mirta Soto Figueroa,1992-12-31,Finance,francisca.soto@coddiy.com,569-74873614,33557.44,Coquimbo,2024-09-20,
8527,Luis Darío Rojas Leiva,1989-11-17,Sales,luis.rojas@coddiy.com,569-72215636,48005.96,Chiguayante,2023-12-24,2024-03-10
6178,Tania Moreno Rodríguez,1976-05-07,IT,tania.moreno@coddiy.com,569-63493894,48373.35,Pelluhue,2020-10-02,
29742,Luis Román Rodríguez Cabello,1986-07-01,Finance,luis.rodriguez@coddiy.com,569-12134997,30036.61,Chillán Viejo,2023-03-04,2025-03-07
29553,Diego Molina,1983-11-14,Operations,diego.molina@coddiy.com,569-50733981,34780.88,Quilicura,2022-07-19,2022-10-29
19265,Eva Villarroel,1980-08-31,Marketing,eva.villarroel@coddiy.com,569-61594484,30027.77,Teodoro Schmidt,2021-10-13,2025-02-12
81578,Gloria Bruna Céspedes,1994-09-25,Operations,gloria.bruna@coddiy.com,569-58022319,45279.07,Galvarino,2025-02-18,2025-03-27
39687,Jaime Leonardo Bustos Núñez,1984-12-19,Human Resources,jaime.bustos@coddiy.com,569-69971712,34253.84,Nueva Imperial,2022-10-22,
79745,Renata Pía Abarca Lillo,1980-02-17,Operations,renata.abarca@coddiy.com,569-83015623,38407.15,Curacautín,2021-08-27,
4308,José Varela,1975-08-07,Marketing,jose.varela@coddiy.com,569-61582041,39859.28,La Granja,2020-07-29,
2756,María Maldonado,1974-04-16,Marketing,maria.maldonado@coddiy.com,569-20637823,39983.75,Nogales,2020-04-06,
51127,José Ignacio González Barrientos,1977-06-09,Human Resources,jose.gonzalez@coddiy.com,569-14499488,43859.72,Puerto Montt,2021-01-05,
